NUTSM,rep_1,rep_2,rep_3,rep_4,rep_5,rep_6,rep_7,rep_8,rep_9,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15,rep_16,rep_17,rep_18,rep_19,rep_20,rep_21,rep_22,rep_23,rep_24,rep_25,rep_26,rep_27,rep_28,rep_29,rep_30,rep_31,rep_32,rep_33,rep_34,rep_35,rep_36,rep_37,rep_38,rep_39,rep_40,rep_41,rep_42,rep_43,rep_44,rep_45,rep_46,rep_47,rep_48,rep_49,rep_50,rep_51,rep_52,rep_53,rep_54,rep_55,rep_56,rep_57,rep_58,rep_59,rep_60,rep_61,rep_62,rep_63,rep_64,rep_65,rep_66,rep_67,rep_68,rep_69,rep_70,rep_71,rep_72,rep_73,rep_74,rep_75,rep_76,rep_77,rep_78,rep_79,rep_80,rep_81,rep_82,rep_83,rep_84,rep_85,rep_86,rep_87,rep_88,rep_89,rep_90,rep_91,rep_92,rep_93,rep_94,rep_95,rep_96,rep_97,rep_98,rep_99,rep_100
RO125,0.059170992,0.111568795,0.094541967,0.126417047,0.122045964,0.067475425,0.02906699,0.128718492,0.017644973,0.107502918,0.152172561,0.155716528,0.072245285,0.079646286,0.148072592,0.247254355,0.05445954,0.031894069,0.131740059,0.091999374,0.121121485,0.06175599,0.14870264,0.107318049,0.05804773,0.173242081,0.047727714,0.080137431,0.028149206,0.103862809,0.037096107,0.068819908,0.18673049,0.072851719,0.176476892,0.282835223,0.110538532,0.130140311,0.139951612,0.233053015,0.137648364,0.141655425,0.075734626,0.138622547,0.159174077,0.056297735,0.077578332,0.157168373,0.1074841,0.061857774,0.154466131,0.136668918,0.106552393,0.171666525,0.132007366,0.04901995,0.068674057,0.267948865,0.143950852,0.093542942,0.151540082,0.14741616,0.148512186,0.094117569,0.089387316,0.316878064,0.227482965,0.211903885,0.304750793,0.322205802,0.083227731,0.161683816,0.122231394,0.29903054,0.150275519,0.095402681,0.214976975,0.107320319,0.113412906,0.050513484,0.079409226,0.164827545,0.100170355,0.099074035,0.340800712,0.121158039,0.180472344,0.02470775,0.064276827,0.071766133,0.095537038,0.291666287,0.112799054,0.082014829,0.01890787,0.041047355,0.014111822,0.040406941,0.10948254,0.134289905
RO126,0.042892521,0.128518514,0.200033194,0.139301152,0.207608087,0.064257152,0.07105838,0.245045411,0.031377821,0.087127512,0.164409091,0.284608504,0.105549777,0.087539826,0.153378636,0.209187609,0.072937818,0.066813726,0.127255506,0.148058394,0.10062719,0.082857254,0.208460114,0.117160436,0.050999061,0.276624952,0.055656767,0.131723437,0.093067906,0.10353861,0.07878166,0.095344097,0.218723261,0.111099854,0.22193183,0.398961612,0.300084566,0.249733045,0.167155928,0.241925528,0.168423579,0.165264471,0.124883371,0.193618365,0.239572163,0.065702794,0.128079668,0.182352108,0.122592214,0.087410297,0.202166342,0.162127281,0.166660191,0.219676632,0.233108627,0.035112778,0.066379552,0.275601853,0.161884979,0.135120841,0.188901354,0.155226741,0.165444422,0.116759691,0.111012031,0.305109462,0.270389014,0.388452607,0.30638612,0.374315507,0.205037052,0.190930193,0.161263748,0.329132277,0.400884378,0.147501974,0.264819582,0.128910522,0.161073633,0.125001208,0.206776315,0.217793479,0.153026806,0.154545421,0.348954628,0.16900234,0.285207622,0.436945613,0.075889358,0.155448641,0.149855978,0.305563808,0.158372496,0.098258827,0.051340295,0.132496786,0.044738219,0.056679441,0.208063031,0.145625822
RO211,0.160247859,0.249794989,0.229551899,0.237894474,0.27572887,0.104078396,0.053962363,0.322617151,0.061239181,0.124462092,0.207872256,0.379311934,0.125266219,0.163937956,0.169116476,0.414388394,0.271787801,0.070872529,0.198888512,0.206271468,0.110380109,0.068885245,0.299946622,0.247452564,0.098874392,0.451230828,0.132350258,0.137866576,0.126153106,0.228367871,0.087074137,0.262951397,0.244713141,0.271991271,0.315194559,0.28884813,0.252372714,0.209192905,0.222411864,0.253576519,0.349834522,0.16470958,0.11826508,0.265587916,0.243077324,0.181632858,0.154896996,0.205791947,0.190130017,0.078608223,0.233035181,0.233790748,0.164366209,0.278646385,0.170308187,0.063419427,0.060626193,0.40323373,0.196169487,0.206532356,0.203563437,0.224728028,0.181809651,0.164125724,0.199689599,0.253465131,0.548925949,0.335601458,0.403982691,0.494638338,0.321046033,0.309147662,0.195408642,0.441273253,0.500670324,0.186307097,0.363222398,0.185109888,0.184733638,0.263511842,0.361285438,0.350633146,0.291631432,0.21411199,0.454216897,0.182980447,0.190461271,0.487027352,0.090185597,0.279754178,0.188951224,0.345687603,0.32893654,0.130310817,0.06367446,0.124257395,0.078107716,0.079329064,0.196453696,0.2157191
RO212,0.218843327,0.242625989,0.230142864,0.190010019,0.213303132,0.118630349,0.05979878,0.318936881,0.091381498,0.132079572,0.255310758,0.401309521,0.200021835,0.121978958,0.205458332,0.297744501,0.290991282,0.068736759,0.217497719,0.201735434,0.090071705,0.054677227,0.319755081,0.227624784,0.096111967,0.452793941,0.141143049,0.145759431,0.084472211,0.277305944,0.047850657,0.195490869,0.233013383,0.242158665,0.409039496,0.276982223,0.225028058,0.202142158,0.276908542,0.294053006,0.349694319,0.123009464,0.10431538,0.253280382,0.221398197,0.126137447,0.163984517,0.213386203,0.166907063,0.088634756,0.247447449,0.238001342,0.217119759,0.299072738,0.135152516,0.049504081,0.056433669,0.413274282,0.193871978,0.190266362,0.197307687,0.205831881,0.233434841,0.189188689,0.333201665,0.454309042,0.563112778,0.35850192,0.407787039,0.505006971,0.292911991,0.341641134,0.194915291,0.465790895,0.496130871,0.179955203,0.499175883,0.140948549,0.212784922,0.220612196,0.388393191,0.301459054,0.389334163,0.233474168,0.401231811,0.153816583,0.2760289,0.46812524,0.088777594,0.228471246,0.120086066,0.282544055,0.362390052,0.134134154,0.071809307,0.158934889,0.103087815,0.090602762,0.190749338,0.142684476
RO213,0.270540057,0.277936656,0.280498017,0.170667317,0.240978145,0.135361449,0.084720502,0.338638974,0.111660749,0.164140637,0.323013115,0.421914464,0.215340506,0.146023381,0.23517975,0.348643434,0.283682814,0.116791305,0.268945589,0.228694966,0.130306214,0.06626524,0.407448622,0.378357986,0.169511138,0.498218727,0.32271066,0.185278011,0.118680382,0.294233306,0.057357181,0.368072433,0.277364313,0.308746013,0.428721107,0.295317026,0.268339509,0.220408777,0.318323935,0.306723791,0.409019833,0.127012425,0.122604014,0.252709783,0.223763493,0.131235338,0.253210963,0.196575582,0.167408556,0.084705874,0.303032758,0.254148266,0.253956512,0.33286134,0.167851295,0.100227964,0.061048811,0.426678535,0.223934947,0.245075644,0.191076972,0.219330212,0.265373858,0.206938034,0.547973079,0.549312416,0.641475237,0.387667408,0.427452509,0.510869004,0.327126017,0.388205592,0.225081052,0.465290936,0.507673156,0.171968867,0.542851106,0.136005263,0.253902251,0.373122695,0.417009891,0.344799169,0.420196843,0.255464318,0.505975259,0.199484055,0.309028787,0.49423603,0.132784218,0.234925376,0.13699575,0.335645124,0.386406295,0.18962935,0.101670802,0.165409401,0.116811715,0.086531477,0.212623259,0.169915866
RO214,0.134915117,0.219416638,0.198776515,0.239481056,0.235757645,0.078938796,0.045331369,0.286300541,0.056194428,0.092979799,0.193648938,0.340659787,0.113993657,0.138414401,0.166705362,0.321793308,0.250482399,0.06078513,0.19853139,0.197688837,0.103060681,0.077557354,0.304829202,0.221852733,0.084603518,0.428311984,0.114348652,0.114199916,0.085081056,0.20457159,0.055117041,0.266598914,0.229917418,0.26692835,0.288366538,0.271784756,0.217671473,0.172480784,0.253654324,0.233648216,0.339325139,0.12723319,0.098499317,0.271124513,0.253971042,0.150078442,0.164370225,0.193389541,0.138825008,0.055673205,0.174943802,0.268413058,0.157449558,0.274020071,0.147318714,0.060083965,0.089745618,0.404086376,0.18135668,0.119499689,0.1916388,0.224406722,0.121221264,0.160499808,0.203234692,0.18634661,0.293738175,0.312254853,0.386261421,0.503944695,0.282360547,0.292529485,0.191518011,0.447864147,0.493104911,0.173277638,0.404193625,0.192658165,0.169740913,0.241250487,0.34228407,0.339504558,0.310245522,0.184713098,0.442808405,0.169791178,0.157123782,0.415470881,0.071737879,0.280405454,0.162047899,0.29909438,0.102590294,0.116848307,0.048248376,0.08185834,0.083090903,0.07339384,0.20901983,0.205815506
RO215,0.18909076,0.211837377,0.220870034,0.24151769,0.274330754,0.079020119,0.078402649,0.341055896,0.049972727,0.10463764,0.169486598,0.325818396,0.163176469,0.147956505,0.182317657,0.339284392,0.212019892,0.092938662,0.266694766,0.22256117,0.125803004,0.078418451,0.323198318,0.195351579,0.197450881,0.441643964,0.13085436,0.116865917,0.16684521,0.206065844,0.076700833,0.352553131,0.287871868,0.315755866,0.310616487,0.310971523,0.320732488,0.253333806,0.34621886,0.257640862,0.363052323,0.159452212,0.123077072,0.22454203,0.230218726,0.291371105,0.259639166,0.222445565,0.151352449,0.084904897,0.288936519,0.252224899,0.22318009,0.27456134,0.189201338,0.108691844,0.076375027,0.399580791,0.173089791,0.123687177,0.237778412,0.249621569,0.212610063,0.172477242,0.192245998,0.29145047,0.361444438,0.37934906,0.450214063,0.551762297,0.332989243,0.275629539,0.188100134,0.425860729,0.520662626,0.188147042,0.344792466,0.260697683,0.174582527,0.256236758,0.334104222,0.343855605,0.385644606,0.19173953,0.437337079,0.314972128,0.415091405,0.467640985,0.077404138,0.310039049,0.189368023,0.320709287,0.120638471,0.117113752,0.047410899,0.10408073,0.081731664,0.104009504,0.227423825,0.159483644
RO216,0.312807437,0.244029471,0.265598561,0.204659217,0.24487335,0.108418381,0.079707927,0.362069328,0.110791565,0.106110428,0.294583981,0.396271984,0.217615857,0.134496648,0.207643283,0.292876065,0.292241459,0.073846549,0.164780618,0.200027235,0.082430856,0.057605422,0.386181439,0.266050668,0.105802715,0.435869262,0.173530715,0.141115653,0.18142553,0.301478135,0.070320791,0.240207614,0.242332083,0.205711941,0.422903098,0.278384635,0.277036107,0.170515903,0.280560399,0.307762653,0.344907849,0.140901293,0.115980005,0.206273963,0.172930031,0.135310759,0.209730377,0.211541214,0.185614061,0.105921643,0.267732128,0.234474702,0.23064408,0.309997875,0.139013987,0.052573518,0.050979288,0.390307398,0.201756925,0.218393822,0.177274237,0.206022521,0.225701025,0.199459406,0.549675866,0.375932554,0.476940084,0.251367679,0.282117395,0.345572619,0.345223702,0.381485552,0.198739308,0.342589905,0.407159187,0.130879172,0.466095498,0.111550453,0.207335875,0.267336743,0.377298082,0.30095922,0.39795623,0.291743371,0.396407103,0.143587995,0.267500605,0.518293155,0.153844353,0.308357473,0.158248711,0.218500802,0.41305466,0.134310248,0.101275647,0.15479206,0.106680693,0.09003632,0.167797401,0.181484924
RO221,0.281934533,0.202649092,0.148065822,0.214055582,0.209078319,0.294554965,0.144262728,0.282394437,0.036768574,0.245102271,0.266091972,0.366679159,0.174077572,0.173324685,0.229390896,0.427521893,0.067654971,0.0634368,0.163824121,0.212860837,0.158488822,0.10137389,0.202038686,0.147567684,0.065907992,0.531796817,0.161212421,0.112092993,0.371855005,0.137040053,0.201516001,0.13516579,0.218393293,0.069337799,0.463443193,0.364984197,0.139694969,0.198082102,0.379263063,0.423386531,0.209526723,0.237580788,0.13610731,0.260431586,0.330499593,0.108600934,0.148835526,0.28498899,0.184771292,0.139876567,0.226125889,0.26554762,0.147274322,0.276371218,0.145999412,0.074436716,0.072521599,0.342741854,0.252636229,0.21084171,0.226748499,0.175937213,0.191193141,0.139074168,0.191638894,0.28465125,0.367655297,0.290391125,0.389640756,0.403017943,0.177186145,0.250359827,0.307851118,0.470955638,0.172222214,0.123106731,0.315730947,0.133848986,0.240998427,0.061700721,0.26441555,0.182438927,0.139008664,0.212715486,0.382113977,0.158369865,0.133106423,0.274792883,0.151690219,0.296173677,0.154718263,0.422980085,0.146298924,0.113772841,0.06404782,0.174235404,0.058368166,0.092707108,0.159676561,0.391141516
RO222,0.156093235,0.179265512,0.119990664,0.207074094,0.195638068,0.134620229,0.066469841,0.175156674,0.028412887,0.15601086,0.243934566,0.226273376,0.118864655,0.122390373,0.178910779,0.3877654,0.067944718,0.052184666,0.114746571,0.147223818,0.123061403,0.056478181,0.196527638,0.148342331,0.084130958,0.382152736,0.084933138,0.072313962,0.071381191,0.134588936,0.118572014,0.090606853,0.173976059,0.055528925,0.269306743,0.311460747,0.127573884,0.116231117,0.196757734,0.211793694,0.184302424,0.159037585,0.085284775,0.16804636,0.188102014,0.081455994,0.087853201,0.242879582,0.149203741,0.06453321,0.167036414,0.178378911,0.115837883,0.223429419,0.114760224,0.092247723,0.051744142,0.263694247,0.196824346,0.158192803,0.171164642,0.161794696,0.143435084,0.123532774,0.1490772,0.18482634,0.314406952,0.262435677,0.32594069,0.311046252,0.166880472,0.231357629,0.169572142,0.35402359,0.142162184,0.095252298,0.243797324,0.070756277,0.189657718,0.084084373,0.200199944,0.171309688,0.120093762,0.194467763,0.33627429,0.142520484,0.091212957,0.173860827,0.098675138,0.186199329,0.136881514,0.338326492,0.143879042,0.104837466,0.039815974,0.120450787,0.025777147,0.069426455,0.117556444,0.255276108
RO223,0.160768053,0.190861033,0.169281434,0.223633693,0.135852144,0.178518524,0.059773503,0.232860733,0.034150999,0.16339486,0.245447126,0.201199851,0.125519924,0.138136431,0.183392801,0.232911649,0.058649971,0.055966223,0.148492731,0.199813254,0.102845751,0.096337293,0.192830344,0.132013189,0.077861042,0.48616998,0.158149153,0.055294637,0.196425179,0.12277669,0.086864636,0.112822909,0.177419243,0.042556749,0.55020867,0.31420336,0.097807802,0.188030425,0.307400358,0.444709042,0.220290498,0.179050636,0.088770533,0.15292655,0.21927185,0.087351087,0.120374378,0.291053112,0.178581597,0.139168199,0.181934105,0.226167792,0.160862082,0.186084521,0.118878292,0.053396268,0.058248183,0.312840322,0.174429007,0.094046777,0.253681664,0.17091979,0.252670031,0.14691465,0.195228371,0.171451073,0.153708548,0.191212317,0.243466045,0.253157501,0.152111542,0.221275348,0.239557206,0.257010011,0.145348129,0.073328598,0.268428418,0.093647177,0.207815055,0.054502255,0.216374627,0.154639038,0.127463175,0.197428613,0.304916011,0.123184311,0.138520596,0.141976836,0.118518106,0.245245423,0.119941245,0.327511179,0.140977587,0.087039306,0.028008347,0.150471412,0.042437185,0.095722104,0.15308017,0.23877906
RO224,0.340233496,0.248544407,0.319734541,0.240606899,0.252915449,0.148279086,0.208199798,0.479140417,0.176572794,0.143739537,0.267896588,0.393010583,0.277074318,0.196017971,0.206218979,0.459581659,0.359926574,0.098426806,0.177321756,0.279313331,0.085429496,0.074018977,0.298060892,0.236273522,0.102969586,0.559147601,0.264029471,0.211609824,0.199242384,0.282871945,0.195652864,0.282695991,0.232874114,0.174619253,0.533613068,0.33634575,0.303561241,0.235235737,0.281833623,0.396316127,0.420618271,0.240942579,0.160474235,0.215272282,0.319568023,0.324715024,0.183405864,0.31360743,0.222831546,0.119449977,0.254188002,0.346831069,0.213233221,0.362007038,0.135425923,0.126295038,0.062331073,0.464410219,0.238747319,0.271406515,0.280695567,0.258047936,0.271519365,0.21062856,0.413987107,0.331231947,0.596625421,0.267189832,0.282986903,0.354070718,0.385358138,0.35418669,0.295350825,0.388298642,0.585266311,0.16934746,0.436579522,0.307445751,0.221384891,0.222509418,0.548817314,0.315430981,0.471413694,0.294267064,0.416161348,0.155848719,0.294959898,0.744237338,0.124464134,0.442602143,0.172236674,0.219587303,0.411822961,0.116829939,0.127731102,0.274545557,0.284112721,0.129762999,0.263868966,0.278145484
RO225,0.099906584,0.181837733,0.154030048,0.138645478,0.120392978,0.126654867,0.04194432,0.152408638,0.03122902,0.119972736,0.213077443,0.151658657,0.119980956,0.126199621,0.174867084,0.205957985,0.055115074,0.041476395,0.116755372,0.187817626,0.089174784,0.125641595,0.186571219,0.112072917,0.040303577,0.48134546,0.158894323,0.057106003,0.145532622,0.1172719,0.082005403,0.098322237,0.162391158,0.040585598,0.522503452,0.309535633,0.080540643,0.177248614,0.267435691,0.307816388,0.227729618,0.173432338,0.104481896,0.150265432,0.213550685,0.072763182,0.115022477,0.277699971,0.133186647,0.11936976,0.191870982,0.244444716,0.137498705,0.185064887,0.108626505,0.076163842,0.058646329,0.30267299,0.164016872,0.074592349,0.204425858,0.151934877,0.159291666,0.130336008,0.17927811,0.157968852,0.168900262,0.161078049,0.225488491,0.249246932,0.134203252,0.210683747,0.208505491,0.263256467,0.145064503,0.073165797,0.231870946,0.129351121,0.177173057,0.028448148,0.127312959,0.147417213,0.116685714,0.187520891,0.306830248,0.090872839,0.109251294,0.141640715,0.094363055,0.134303759,0.119254174,0.318542834,0.103489646,0.091772676,0.02603264,0.090008586,0.024055203,0.051370679,0.141501627,0.227835535
RO226,0.280501256,0.249565713,0.230912841,0.211323646,0.259353964,0.14955663,0.091702672,0.352326701,0.07762988,0.109266956,0.253228197,0.364602861,0.193191708,0.141395808,0.18332114,0.450321208,0.313222838,0.066825952,0.138333139,0.206196812,0.087411749,0.05647923,0.317304044,0.252396097,0.103008103,0.439641805,0.133007195,0.146601693,0.123636502,0.266929351,0.102912973,0.221950368,0.230189522,0.204076288,0.369922528,0.26991473,0.269648289,0.169553825,0.225110365,0.260326278,0.299094045,0.157874584,0.114590855,0.223901123,0.222045965,0.159940161,0.136427331,0.216538362,0.212212587,0.070508539,0.23322944,0.232718096,0.141618278,0.301511899,0.167548738,0.100705879,0.0549501,0.399161809,0.188713336,0.20974247,0.195306809,0.202035744,0.225788723,0.186458096,0.31797846,0.420534613,0.59004294,0.341900836,0.388230106,0.433874063,0.327574598,0.338773305,0.185616657,0.446396594,0.490939533,0.178927296,0.395523336,0.149318128,0.192514524,0.226726512,0.372753781,0.326663768,0.392342821,0.212484597,0.412298644,0.145183781,0.173876965,0.521273105,0.098839732,0.297333544,0.187994342,0.224599491,0.407608369,0.121321206,0.091102818,0.155849116,0.094189721,0.095805026,0.194226476,0.185431704
RO311,0.120092542,0.223704391,0.212673507,0.209438054,0.318542528,0.108637025,0.05187248,0.222620708,0.049283559,0.141786965,0.245587006,0.309205963,0.191918119,0.108536378,0.162445817,0.293731152,0.076446465,0.124217967,0.227263035,0.155991324,0.142840419,0.084107968,0.21450664,0.178568432,0.12155866,0.342843294,0.088867646,0.088054,0.094716252,0.119209775,0.087490692,0.185510728,0.25762493,0.127700479,0.347763373,0.334647287,0.261562653,0.196122161,0.266947787,0.259526543,0.194288083,0.158360393,0.117408548,0.243366166,0.230108871,0.079158925,0.29403649,0.205926122,0.134282292,0.098819085,0.275140218,0.190147799,0.228392213,0.227902608,0.157575721,0.090090547,0.076579392,0.317197604,0.205788737,0.16172243,0.215777531,0.203083861,0.243463222,0.124374415,0.161177153,0.490719078,0.5275708,0.382965462,0.387961269,0.410992313,0.170761935,0.213424338,0.216197025,0.381926897,0.37105625,0.117016904,0.234018426,0.118039543,0.186926366,0.160426895,0.201451649,0.254091865,0.135372299,0.157391387,0.435264996,0.356335706,0.55647616,0.427749982,0.083300604,0.203160458,0.192304979,0.396224982,0.210491289,0.113928537,0.026437375,0.213178173,0.071255172,0.11322986,0.17694901,0.167306297
RO312,0.429741811,0.310842141,0.311487511,0.384980993,0.246355933,0.501322946,0.289500815,0.319089113,0.076959839,0.35512296,0.315775203,0.349851521,0.178546531,0.277250945,0.335866843,0.317314492,0.130751904,0.161341568,0.249861094,0.272975385,0.380720664,0.44373224,0.236436587,0.305968777,0.308301808,0.621238457,0.317763215,0.198046218,0.422856498,0.145507484,0.600458911,0.361379328,0.326313613,0.177750174,0.476878457,0.373203463,0.226931847,0.206312429,0.450373664,0.483728871,0.353653255,0.32525405,0.142743144,0.358688192,0.439971213,0.170025064,0.184111867,0.351656575,0.326601199,0.186776572,0.225162877,0.394779862,0.282794867,0.377888195,0.259485357,0.202585177,0.262839618,0.375242475,0.36942963,0.2687556,0.323934331,0.227931303,0.241121002,0.178937263,0.230336928,0.268720578,0.461627434,0.331466942,0.414735253,0.473011253,0.262924847,0.285161821,0.338307287,0.523730583,0.16278351,0.122753722,0.374874191,0.162231407,0.333052536,0.140488661,0.408416485,0.348586225,0.163781,0.264528901,0.487710101,0.219265395,0.223509753,0.489658717,0.230215683,0.291081287,0.174599046,0.554927544,0.167846081,0.584295143,0.149356165,0.228213295,0.093513224,0.160479527,0.196181923,0.521170255
RO313,0.233389108,0.412645727,0.149609642,0.220647483,0.302774841,0.178620891,0.046459553,0.236344807,0.019844654,0.228807463,0.261610484,0.264686219,0.165422381,0.106022724,0.240448996,0.274670729,0.077722245,0.065392734,0.162583654,0.146422088,0.158881804,0.099540876,0.225897091,0.223711085,0.120634102,0.387888606,0.189568787,0.114778197,0.06270077,0.124836283,0.088134275,0.233007177,0.238301418,0.136820222,0.32588507,0.349967627,0.183050396,0.138264954,0.241724883,0.236954219,0.26370302,0.148874782,0.111834307,0.21145708,0.22890529,0.153399663,0.198512829,0.213554176,0.160728817,0.063843151,0.240347439,0.226080908,0.113224944,0.246374798,0.160423422,0.106945235,0.155635783,0.289090544,0.227824918,0.155804243,0.183309848,0.204019654,0.20983473,0.139148939,0.169551692,0.242639188,0.392395174,0.369643821,0.432316048,0.375970072,0.162425579,0.278144995,0.16261744,0.401853447,0.160231357,0.10507038,0.265088052,0.119270345,0.202128478,0.07673036,0.212911185,0.238929449,0.135761469,0.190103653,0.449637081,0.286682209,0.234908455,0.165436387,0.092060035,0.356894878,0.136874203,0.352732237,0.18105396,0.177727644,0.032000517,0.159326901,0.041172721,0.077863733,0.129093038,0.231825736
RO314,0.662477123,0.596721212,0.374143866,0.581960225,0.34679056,0.692912808,0.355849522,0.474946673,0.296980478,0.540076981,0.317759338,0.438361584,0.32319539,0.309536543,0.498809873,0.459262016,0.159391048,0.247240534,0.363089793,0.479942287,0.525570119,0.525295687,0.307081009,0.377766905,0.286737814,0.667261136,0.633008635,0.293185931,0.503003873,0.259410348,0.699964434,0.514243004,0.536082536,0.31286643,0.478692449,0.443189466,0.247509782,0.208077139,0.586383861,0.454684216,0.436752346,0.397606919,0.214955061,0.438160221,0.516144502,0.286989087,0.432350322,0.424573877,0.413457597,0.339776227,0.580580045,0.478261496,0.323299856,0.453949363,0.568307815,0.422737318,0.544919228,0.40915191,0.42370885,0.304066036,0.367465967,0.351324493,0.427627064,0.262173049,0.302599868,0.313438028,0.519694733,0.529003442,0.624026763,0.488830621,0.30849767,0.55849516,0.447411645,0.535399607,0.220082891,0.244424964,0.409693823,0.342450899,0.360079828,0.120101115,0.476622931,0.483563405,0.205484752,0.47818094,0.674870843,0.474483154,0.564381529,0.63483951,0.489064588,0.55966671,0.635423219,0.586000046,0.285855173,0.62491957,0.141078361,0.351570077,0.247007177,0.189161703,0.278385224,0.613741886
RO315,0.2056043,0.194941622,0.138408452,0.248694145,0.194059066,0.184574706,0.083781179,0.270012525,0.036196785,0.262665657,0.257504436,0.149646522,0.188210269,0.151195639,0.288958204,0.238141009,0.062664054,0.09093165,0.133578663,0.211892492,0.133342273,0.1299184,0.204835638,0.140945216,0.05235975,0.449943956,0.205895936,0.092191929,0.232201314,0.12889789,0.138070019,0.176250941,0.163829468,0.049637422,0.476510516,0.324371462,0.105424108,0.132648519,0.284498413,0.405819763,0.206911684,0.217892806,0.109191731,0.170977417,0.297897302,0.085799764,0.151063528,0.318681394,0.149763357,0.094629112,0.193619282,0.224925677,0.133944141,0.192416517,0.147713909,0.055791434,0.093961847,0.306348022,0.182235299,0.12987058,0.247994587,0.18398871,0.200125944,0.132608886,0.215340747,0.166976909,0.283533766,0.198722198,0.406501629,0.231213734,0.187365378,0.238703731,0.272897433,0.316541512,0.154803692,0.095803074,0.257320449,0.176897948,0.249182505,0.050192478,0.230767311,0.16794096,0.134907283,0.342729516,0.354864255,0.135607129,0.330416979,0.234167485,0.135921268,0.260713482,0.130688927,0.298414691,0.209618012,0.103413426,0.047756099,0.190918534,0.039591276,0.087101999,0.134255488,0.309281965
RO316,0.124076995,0.261462307,0.150150258,0.259084163,0.25230012,0.116804996,0.093863203,0.2056841,0.019721996,0.227694842,0.259158708,0.267916926,0.165630103,0.126935145,0.179229472,0.386606888,0.094944107,0.083594308,0.156210573,0.156261465,0.14760051,0.093245236,0.190380044,0.268727032,0.156157463,0.383809582,0.130350674,0.125820708,0.125872532,0.126922183,0.230575976,0.286203682,0.188355835,0.112140602,0.303052599,0.337837771,0.167090679,0.127120717,0.246232753,0.223387206,0.268713367,0.185421815,0.114562914,0.213820029,0.236194058,0.160809266,0.216879478,0.219534595,0.134931784,0.080474987,0.229610561,0.215153498,0.149674446,0.232495981,0.147300101,0.108839819,0.109019638,0.293216938,0.227008537,0.18941669,0.214069126,0.213157588,0.188781309,0.128739427,0.133861612,0.326314907,0.417981313,0.330750086,0.392464726,0.375794687,0.185941012,0.240026266,0.155355809,0.374528866,0.151531432,0.094395074,0.267261548,0.118317633,0.201454621,0.131673066,0.256831912,0.229634381,0.149633508,0.198252065,0.479490432,0.27371359,0.270744425,0.246855544,0.107082636,0.189152337,0.219698674,0.411651613,0.173845585,0.117421722,0.049105018,0.139154331,0.03432487,0.083281902,0.140069642,0.266274063
RO317,0.243841975,0.195641543,0.171202561,0.374745751,0.166388992,0.319013346,0.110405897,0.302387562,0.03206603,0.199804955,0.271607699,0.293050192,0.172481681,0.162495006,0.229055727,0.236499706,0.074725943,0.075130363,0.132091678,0.187843145,0.163202498,0.100460174,0.199092996,0.149327648,0.064144336,0.470778903,0.133819665,0.107557182,0.432939494,0.123252018,0.077685273,0.133907753,0.222532207,0.057368149,0.215479109,0.353560228,0.124651375,0.103525996,0.38355849,0.437337788,0.203758713,0.24133501,0.096539115,0.183281942,0.326113659,0.100536137,0.101024481,0.296530695,0.206685723,0.116836202,0.168025633,0.219985626,0.151032437,0.26811559,0.177866698,0.058016916,0.077666603,0.3015249,0.247203957,0.167425032,0.223087563,0.186887769,0.225258177,0.15057954,0.213545603,0.198866887,0.345814215,0.277574251,0.371208723,0.393523641,0.164863746,0.266910837,0.295080605,0.465370592,0.158448916,0.111307188,0.264652299,0.136013073,0.237551795,0.05853185,0.248843054,0.243063123,0.146138047,0.265633967,0.317197564,0.186614919,0.178568985,0.244618735,0.145259448,0.254209628,0.170225743,0.428542101,0.154277723,0.10161462,0.047137525,0.239234782,0.088819047,0.093452661,0.170089553,0.304685957
RO321,0.461201995,0.596884409,0.456557273,0.580409191,0.377312324,0.483981287,0.244308171,0.34386033,0.227145438,0.448153755,0.355127485,0.213514694,0.279695108,0.241297411,0.554056717,0.449443575,0.331226246,0.334358255,0.270773429,0.415523733,0.301327465,0.614778515,0.26934465,0.329765441,0.156201376,0.606485342,0.690914808,0.198683561,0.194037842,0.365865539,0.671710116,0.498476231,0.443165394,0.22614573,0.373188318,0.387653828,0.223162394,0.307405021,0.381748568,0.422774727,0.546018099,0.34007813,0.210215056,0.406715126,0.320547766,0.330582582,0.280540562,0.508613758,0.298668397,0.582896215,0.509768135,0.688430184,0.247385171,0.24838984,0.506848278,0.281976334,0.622305999,0.38803211,0.272453578,0.243858503,0.292699799,0.360396261,0.289770421,0.367709167,0.290625047,0.135793782,0.249010412,0.332208793,0.486409066,0.297015121,0.370001189,0.527313756,0.320488124,0.278626926,0.208855824,0.205997406,0.419002464,0.347549904,0.333080904,0.084064919,0.454673096,0.424233274,0.31036513,0.409809424,0.683763995,0.479241308,0.619758572,0.646656153,0.513653397,0.630399676,0.543927463,0.397779518,0.286995404,0.609966197,0.062613151,0.454401485,0.31680222,0.307601453,0.309375311,0.540082756
